"Time_ka","ecc_LA11"
53420,0.026940455
53421,0.027161428
53422,0.02736834
53423,0.027543875
53424,0.02770937
53425,0.027773189
53426,0.027859529
53427,0.027917985
53428,0.027877107
53429,0.027876461
53430,0.027795023
53431,0.027710514
53432,0.027565937
53433,0.027411993
53434,0.027260826
53435,0.02701884
53436,0.026761921
53437,0.026601712
53438,0.026236533
53439,0.025961086
53440,0.025635397
53441,0.025247388
53442,0.02485257
53443,0.024391632
53444,0.023938467
53445,0.023432446
53446,0.022844006
53447,0.022323247
53448,0.021708529
53449,0.021054675
53450,0.020466481
53451,0.019764835
53452,0.019134976
53453,0.018426261
53454,0.01778692
53455,0.017135523
53456,0.016405367
53457,0.015820435
53458,0.0151565
53459,0.014502449
53460,0.013930067
53461,0.013335915
53462,0.012837233
53463,0.012343268
53464,0.011941267
53465,0.011693302
53466,0.01143554
53467,0.011356847
53468,0.011463342
53469,0.011596261
53470,0.011953346
53471,0.012358583
53472,0.012960599
53473,0.013589636
53474,0.014267985
53475,0.015110336
53476,0.015872806
53477,0.016746409
53478,0.017599505
53479,0.018495726
53480,0.019428067
53481,0.020303954
53482,0.021252862
53483,0.022244078
53484,0.023094138
53485,0.02411415
53486,0.025042061
53487,0.025970422
53488,0.02693183
53489,0.027828931
53490,0.028791462
53491,0.029624926
53492,0.030508225
53493,0.031364642
53494,0.032104829
53495,0.032883668
53496,0.033605783
53497,0.034256337
53498,0.034909477
53499,0.035486277
53500,0.036090376
53501,0.036597392
53502,0.037062077
53503,0.037611421
53504,0.037969857
53505,0.038395904
53506,0.038773348
53507,0.039087717
53508,0.039414767
53509,0.0396434
53510,0.039913573
53511,0.040069788
53512,0.040212879
53513,0.040320708
53514,0.04039344
53515,0.040353226
53516,0.040373008
53517,0.04030394
53518,0.040161693
53519,0.040049053
53520,0.03988841
53521,0.039651683
53522,0.039443621
53523,0.039143433
53524,0.038917192
53525,0.038550254
53526,0.038215143
53527,0.037907002
53528,0.037439069
53529,0.037071971
53530,0.036592955
53531,0.036110342
53532,0.035588157
53533,0.035013484
53534,0.034460868
53535,0.033802308
53536,0.033135839
53537,0.03252934
53538,0.031750208
53539,0.031041244
53540,0.030321982
53541,0.02951191
53542,0.028755433
53543,0.027888798
53544,0.027113831
53545,0.026230385
53546,0.025337421
53547,0.024514368
53548,0.023558975
53549,0.022643704
53550,0.021716538
53551,0.020745401
53552,0.0197357
53553,0.018757335
53554,0.017702719
53555,0.016678353
53556,0.015579899
53557,0.014533328
53558,0.013457071
53559,0.012334455
53560,0.011276284
53561,0.010265196
53562,0.009157391
53563,0.008280744
53564,0.007402576
53565,0.006664588
53566,0.006189644
53567,0.005934089
53568,0.005967787
53569,0.006369195
53570,0.006968249
53571,0.007819027
53572,0.008794198
53573,0.009913568
53574,0.01109209
53575,0.012323489
53576,0.013612264
53577,0.014952143
53578,0.016257027
53579,0.017615867
53580,0.019023278
53581,0.020297258
53582,0.021705906
53583,0.023028397
53584,0.024317229
53585,0.025650169
53586,0.026887125
53587,0.028207509
53588,0.029400389
53589,0.030617904
53590,0.031894583
53591,0.033023152
53592,0.034179384
53593,0.035394848
53594,0.036432593
53595,0.037580187
53596,0.038612256
53597,0.039660265
53598,0.040656192
53599,0.041594163
53600,0.042565285
53601,0.043399111
53602,0.044222999
53603,0.045020767
53604,0.045723698
53605,0.046379275
53606,0.046996622
53607,0.047568421
53608,0.048070219
53609,0.048488396
53610,0.048956318
53611,0.049278892
53612,0.049587578
53613,0.049843793
53614,0.050093868
53615,0.050213236
53616,0.050364917
53617,0.05044911
53618,0.050437659
53619,0.050450467
53620,0.050332637
53621,0.050249214
53622,0.050020006
53623,0.049774371
53624,0.049558616
53625,0.049128947
53626,0.048789122
53627,0.048396069
53628,0.047887701
53629,0.047419889
53630,0.04687201
53631,0.046307674
53632,0.045738272
53633,0.045026677
53634,0.044460004
53635,0.0437032
53636,0.04299338
53637,0.042300889
53638,0.0414972
53639,0.040728605
53640,0.039899759
53641,0.039079973
53642,0.038194073
53643,0.03726899
53644,0.036394736
53645,0.035420744
53646,0.034429201
53647,0.033500797
53648,0.032471146
53649,0.031481803
53650,0.030450498
53651,0.02946685
53652,0.028416742
53653,0.027409178
53654,0.026376306
53655,0.025381608
53656,0.024317501
53657,0.023304959
53658,0.022310056
53659,0.021216265
53660,0.020225715
53661,0.019192534
53662,0.018132467
53663,0.01712481
53664,0.016091023
53665,0.015082512
53666,0.014078032
53667,0.013070883
53668,0.012173563
53669,0.011210242
53670,0.0103254
53671,0.009601906
53672,0.008772767
53673,0.008219225
53674,0.007727669
53675,0.007380831
53676,0.007234881
53677,0.007318468
53678,0.00751127
53679,0.007953315
53680,0.008508106
53681,0.009197202
53682,0.009981015
53683,0.010824321
53684,0.01175653
53685,0.012715522
53686,0.01365346
53687,0.014755729
53688,0.015686678
53689,0.01673632
53690,0.017789533
53691,0.018764481
53692,0.019781916
53693,0.020782142
53694,0.021756238
53695,0.022731555
53696,0.023650979
53697,0.024630693
53698,0.025540317
53699,0.026398859
53700,0.027357289
53701,0.028181646
53702,0.029032886
53703,0.029875983
53704,0.030663405
53705,0.031434371
53706,0.032172913
53707,0.032903283
53708,0.03356243
53709,0.034208655
53710,0.034787175
53711,0.035395093
53712,0.035843382
53713,0.036330322
53714,0.036786207
53715,0.037106342
53716,0.037464749
53717,0.037743455
53718,0.038000676
53719,0.038179355
53720,0.038325343
53721,0.038472865
53722,0.038497727
53723,0.038520547
53724,0.038557148
53725,0.038422623
53726,0.038390641
53727,0.038210979
53728,0.038058138
53729,0.037818574
53730,0.037513138
53731,0.037254684
53732,0.036854862
53733,0.036427933
53734,0.036060294
53735,0.035534243
53736,0.03503764
53737,0.034526124
53738,0.033938954
53739,0.033385607
53740,0.032711917
53741,0.032123014
53742,0.031453256
53743,0.030731752
53744,0.030071309
53745,0.029348482
53746,0.028595358
53747,0.027854065
53748,0.02711462
53749,0.026316158
53750,0.025535832
53751,0.024747182
53752,0.023966412
53753,0.02311836
53754,0.022332912
53755,0.021551201
53756,0.020696961
53757,0.019953968
53758,0.019141091
53759,0.018414158
53760,0.017634872
53761,0.016904867
53762,0.016238842
53763,0.015531792
53764,0.014863957
53765,0.014309828
53766,0.013684029
53767,0.013146846
53768,0.012654725
53769,0.012196775
53770,0.011782892
53771,0.01139044
53772,0.011125435
53773,0.0108506
53774,0.010648008
53775,0.010515784
53776,0.010468952
53777,0.010414061
53778,0.010470673
53779,0.010564048
53780,0.010717664
53781,0.010870358
53782,0.01108685
53783,0.011362351
53784,0.011561779
53785,0.01187167
53786,0.012154129
53787,0.0124391
53788,0.012751389
53789,0.013033243
53790,0.013401212
53791,0.013676223
53792,0.013988904
53793,0.014348121
53794,0.014647006
53795,0.014928866
53796,0.015268731
53797,0.015537473
53798,0.015814096
53799,0.016067108
53800,0.016320921
53801,0.016566062
53802,0.01670656
53803,0.016957823
53804,0.017075785
53805,0.01720186
53806,0.017326202
53807,0.017389814
53808,0.01745278
53809,0.017473165
53810,0.017470586
53811,0.017514478
53812,0.017383644
53813,0.017392739
53814,0.017308469
53815,0.017165894
53816,0.017079904
53817,0.016888604
53818,0.016741278
53819,0.016488794
53820,0.01623979
53821,0.016005733
53822,0.015647684
53823,0.015308256
53824,0.014999274
53825,0.014556911
53826,0.014177043
53827,0.013755941
53828,0.013312621
53829,0.012875901
53830,0.012380476
53831,0.011987611
53832,0.011485277
53833,0.011040958
53834,0.010657686
53835,0.010226134
53836,0.009909348
53837,0.009561843
53838,0.009363885
53839,0.009180934
53840,0.00904009
53841,0.009068491
53842,0.009165258
53843,0.009301945
53844,0.009609314
53845,0.009975975
53846,0.010454472
53847,0.01097265
53848,0.011568903
53849,0.012301925
53850,0.012941858
53851,0.013747178
53852,0.014521933
53853,0.015351933
53854,0.016178611
53855,0.017009835
53856,0.017916925
53857,0.018753909
53858,0.019596059
53859,0.020523366
53860,0.021344883
53861,0.022194715
53862,0.023072604
53863,0.023876878
53864,0.024741051
53865,0.025504554
53866,0.026337629
53867,0.027119835
53868,0.02782881
53869,0.028614189
53870,0.029321685
53871,0.02998221
53872,0.030645948
53873,0.031306057
53874,0.031869448
53875,0.032445141
53876,0.032989755
53877,0.033509999
53878,0.033962581
53879,0.034401697
53880,0.034865581
53881,0.035181178
53882,0.03556703
53883,0.035878238
53884,0.03616588
53885,0.036412099
53886,0.036641915
53887,0.036855327
53888,0.037026678
53889,0.037135132
53890,0.037339126
53891,0.037376257
53892,0.037451967
53893,0.037541368
53894,0.037520957
53895,0.037526841
53896,0.037494623
53897,0.03743024
53898,0.037358658
53899,0.03720469
53900,0.037099745
53901,0.036956251
53902,0.036688193
53903,0.036565599
53904,0.036284113
53905,0.036022372
53906,0.035762909
53907,0.035451975
53908,0.035140223
53909,0.034777196
53910,0.034435312
53911,0.034057043
53912,0.033630265
53913,0.033214658
53914,0.032804339
53915,0.032296233
53916,0.031833787
53917,0.031344098
53918,0.030802096
53919,0.030258972
53920,0.029685398
53921,0.029131038
53922,0.028474832
53923,0.027874979
53924,0.027249415
53925,0.026574759
53926,0.025885777
53927,0.025273686
53928,0.024522702
53929,0.023864707
53930,0.02316897
53931,0.022466512
53932,0.021780647
53933,0.021074074
53934,0.020425886
53935,0.019772602
53936,0.019090309
53937,0.018583339
53938,0.017970075
53939,0.017481423
53940,0.017096193
53941,0.016700712
53942,0.016456034
53943,0.01629154
53944,0.016242488
53945,0.016284823
53946,0.016469564
53947,0.016762041
53948,0.01718398
53949,0.017655888
53950,0.018322084
53951,0.019023066
53952,0.019771732
53953,0.020693985
53954,0.02160563
53955,0.022558707
53956,0.023628453
53957,0.024681365
53958,0.025750598
53959,0.026906929
53960,0.027995643
53961,0.029194436
53962,0.030281259
53963,0.031462183
53964,0.032629271
53965,0.033707507
53966,0.034870965
53967,0.035988991
53968,0.037037103
53969,0.038128946
53970,0.039172781
53971,0.04017402
53972,0.041166882
53973,0.042103666
53974,0.043075104
53975,0.043925909
53976,0.044791882
53977,0.045653427
53978,0.046410382
53979,0.047133896
53980,0.047891825
53981,0.048477955
53982,0.049114271
53983,0.04964734
53984,0.050168682
53985,0.050601259
53986,0.050980156
53987,0.051367469
53988,0.051625325
53989,0.051857135
53990,0.052070997
53991,0.052197836
53992,0.052267183
53993,0.052324453
53994,0.052306114
53995,0.052263769
53996,0.052138232
53997,0.05202346
53998,0.05186763
53999,0.051575362
54000,0.051400828
54001,0.051069356
54002,0.050718771
54003,0.050376328
54004,0.049965918
54005,0.049514814
54006,0.049047294
54007,0.048523572
54008,0.048019709
54009,0.0474002
54010,0.04680311
54011,0.046224824
54012,0.045495074
54013,0.044858223
54014,0.044182065
54015,0.043449139
54016,0.042745631
54017,0.042028051
54018,0.041276811
54019,0.040547542
54020,0.039750506
54021,0.039065007
54022,0.03824583
54023,0.03748894
54024,0.036771397
54025,0.035990349
54026,0.035212126
54027,0.034497776
54028,0.03372185
54029,0.032973891
54030,0.032224027
54031,0.031497216
54032,0.030779032
54033,0.030014985
54034,0.029389718
54035,0.028668306
54036,0.028002043
54037,0.027411159
54038,0.026774849
54039,0.026209506
54040,0.025656628
54041,0.025161285
54042,0.024681126
54043,0.02423954
54044,0.02385531
54045,0.023541387
54046,0.023181333
54047,0.023003472
54048,0.022793439
54049,0.022645866
54050,0.022595596
54051,0.022602265
54052,0.02261311
54053,0.0227641
54054,0.022936662
54055,0.023171597
54056,0.023478239
54057,0.023840152
54058,0.024283201
54059,0.024732482
54060,0.02526291
54061,0.025891749
54062,0.026443606
54063,0.027139531
54064,0.027869747
54065,0.028531614
54066,0.029347089
54067,0.030080756
54068,0.030895744
54069,0.031671129
54070,0.032465437
54071,0.033296423
54072,0.034053661
54073,0.03482279
54074,0.035664796
54075,0.036369006
54076,0.037111944
54077,0.037891221
54078,0.038552741
54079,0.039260166
54080,0.039906629
54081,0.040561096
54082,0.041150652
54083,0.04171177
54084,0.042289889
54085,0.042787541
54086,0.043248774
54087,0.043720444
54088,0.044137639
54089,0.044453672
54090,0.044832645
54091,0.045071465
54092,0.045316218
54093,0.04546472
54094,0.045599809
54095,0.045678356
54096,0.045648614
54097,0.045617142
54098,0.045551359
54099,0.045324986
54100,0.045170869
54101,0.044893938
54102,0.044591357
54103,0.044241501
54104,0.043837039
54105,0.043446437
54106,0.042907549
54107,0.042412473
54108,0.041873503
54109,0.041215946
54110,0.040585926
54111,0.039931583
54112,0.039153148
54113,0.038430567
54114,0.037595216
54115,0.03678432
54116,0.035898
54117,0.034948695
54118,0.034068658
54119,0.033043028
54120,0.032049911
54121,0.031060401
54122,0.030009591
54123,0.028942971
54124,0.027914184
54125,0.026841422
54126,0.025758914
54127,0.024684884
54128,0.023597935
54129,0.022545424
54130,0.021393524
54131,0.020370676
54132,0.019270237
54133,0.01816818
54134,0.017128229
54135,0.016076734
54136,0.015002243
54137,0.014007168
54138,0.012981041
54139,0.012036301
54140,0.011051665
54141,0.010189754
54142,0.009357345
54143,0.008555144
54144,0.00788816
54145,0.007327338
54146,0.006802134
54147,0.006497121
54148,0.006310845
54149,0.006230683
54150,0.006341156
54151,0.006589259
54152,0.006883835
54153,0.007332825
54154,0.007825958
54155,0.008347504
54156,0.008949398
54157,0.00952354
54158,0.010188949
54159,0.010766499
54160,0.011417232
54161,0.012076181
54162,0.012645994
54163,0.013287257
54164,0.013906592
54165,0.014481015
54166,0.015062225
54167,0.015649893
54168,0.016186973
54169,0.016739381
54170,0.017232211
54171,0.01779527
54172,0.018228328
54173,0.018722255
54174,0.019212465
54175,0.019630022
54176,0.020053264
54177,0.020500035
54178,0.020877607
54179,0.021251869
54180,0.021590366
54181,0.021924569
54182,0.02221526
54183,0.022425609
54184,0.022716254
54185,0.022889531
54186,0.023027766
54187,0.023212619
54188,0.023311568
54189,0.023356396
54190,0.023461328
54191,0.023426579
54192,0.023472054
54193,0.023385181
54194,0.023341947
54195,0.023286076
54196,0.023095695
54197,0.022993997
54198,0.022813815
54199,0.022564873
54200,0.0223269
54201,0.022040269
54202,0.021712057
54203,0.021331058
54204,0.02091999
54205,0.020517979
54206,0.0199945
54207,0.019482529
54208,0.018996976
54209,0.018356625
54210,0.017809128
54211,0.017167719
54212,0.016564295
54213,0.015892332
54214,0.015221421
54215,0.014607647
54216,0.01390138
54217,0.013236367
54218,0.012615147
54219,0.011960925
54220,0.011337185
54221,0.010775725
54222,0.01023675
54223,0.009785254
54224,0.009334215
54225,0.009082899
54226,0.008876413
54227,0.008779024
54228,0.008842242
54229,0.009038703
54230,0.0093744
54231,0.009761758
54232,0.010318924
54233,0.010944389
54234,0.011568085
54235,0.012294184
54236,0.013062705
54237,0.013800219
54238,0.014618386
54239,0.015385945
54240,0.016231547
54241,0.017032633
54242,0.017796122
54243,0.01866915
54244,0.019408996
54245,0.020193236
54246,0.020976405
54247,0.02171209
54248,0.02246092
54249,0.023139687
54250,0.023879048
54251,0.02451562
54252,0.025151068
54253,0.025760301
54254,0.026354914
54255,0.02684447
54256,0.027373451
54257,0.027842157
54258,0.02825168
54259,0.028644435
54260,0.029006538
54261,0.02934576
54262,0.029601156
54263,0.029867586
54264,0.030137719
54265,0.030284877
54266,0.030476832
54267,0.030668893
54268,0.030722036
54269,0.030878688
54270,0.030884717
54271,0.03095181
54272,0.030928038
54273,0.030864705
54274,0.030851956
54275,0.030718663
54276,0.030562621
54277,0.030484262
54278,0.030242163
54279,0.030039582
54280,0.02982656
54281,0.029532568
54282,0.02927201
54283,0.028906449
54284,0.028624667
54285,0.028248807
54286,0.027840025
54287,0.027505167
54288,0.02706377
54289,0.026635925
54290,0.026189753
54291,0.025740844
54292,0.025224952
54293,0.024731933
54294,0.024200386
54295,0.023673711
54296,0.023064516
54297,0.02252023
54298,0.021927486
54299,0.021280557
54300,0.020675912
54301,0.020049691
54302,0.019371885
54303,0.018723379
54304,0.018061454
54305,0.017397639
54306,0.016731128
54307,0.016058314
54308,0.015479334
54309,0.014795568
54310,0.014223775
54311,0.013709589
54312,0.013147176
54313,0.012709061
54314,0.012380097
54315,0.01201905
54316,0.011886184
54317,0.011776945
54318,0.011838341
54319,0.011995225
54320,0.012297787
54321,0.012722401
54322,0.013260258
54323,0.01388926
54324,0.01466625
54325,0.015479483
54326,0.016349736
54327,0.017399807
54328,0.018360389
54329,0.019442843
54330,0.020592956
54331,0.021699659
54332,0.022876157
54333,0.024070802
54334,0.025261085
54335,0.026488877
54336,0.027659896
54337,0.028923933
54338,0.030136297
54339,0.031285142
54340,0.032583528
54341,0.033709796
54342,0.034899317
54343,0.036068308
54344,0.037196337
54345,0.038299516
54346,0.039379538
54347,0.040437006
54348,0.041489495
54349,0.042431891
54350,0.043434007
54351,0.044364603
54352,0.045230266
54353,0.046078928
54354,0.046929131
54355,0.047649784
54356,0.048388521
54357,0.049085615
54358,0.049701926
54359,0.050305546
54360,0.050801495
54361,0.051356922
54362,0.051726451
54363,0.052116956
54364,0.052493065
54365,0.052708305
54366,0.052955131
54367,0.053119996
54368,0.053227993
54369,0.053285515
54370,0.05325854
54371,0.053243279
54372,0.05312372
54373,0.052921902
54374,0.052798079
54375,0.052487546
54376,0.052213612
54377,0.051903652
54378,0.05149732
54379,0.051134681
54380,0.050624219
54381,0.050196013
54382,0.049652235
54383,0.049063254
54384,0.048512627
54385,0.04788493
54386,0.047175173
54387,0.046537261
54388,0.045794794
54389,0.045039523
54390,0.044257732
54391,0.043474123
54392,0.042633194
54393,0.041803863
54394,0.040928326
54395,0.040105336
54396,0.039193677
54397,0.038313447
54398,0.037487074
54399,0.036542032
54400,0.035701656
54401,0.034827855
54402,0.033947238
54403,0.033084897
54404,0.032229618
54405,0.031404127
54406,0.030563621
54407,0.029732028
54408,0.029011326
54409,0.028195297
54410,0.027455017
54411,0.026811867
54412,0.026072534
54413,0.02548274
54414,0.024866094
54415,0.024345236
54416,0.02383464
54417,0.023389548
54418,0.023047374
54419,0.022707031
54420,0.022446477
54421,0.022317575
54422,0.022182601
54423,0.022143512
54424,0.022234814
54425,0.022333592
54426,0.022539963
54427,0.022831001
54428,0.023187465
54429,0.023608949
54430,0.024096181
54431,0.024649794
54432,0.0252884
54433,0.025888303
54434,0.026670462
54435,0.027406963
54436,0.028176408
54437,0.02905661
54438,0.02992371
54439,0.030775884
54440,0.031752233
54441,0.032646152
54442,0.033629895
54443,0.034571537
54444,0.035551492
54445,0.036564374
54446,0.037498071
54447,0.038522728
54448,0.039522652
54449,0.040473011
54450,0.041460045
54451,0.04245476
54452,0.043355768
54453,0.044309423
54454,0.045225275
54455,0.046099006
54456,0.046971876
54457,0.047761065
54458,0.048634195
54459,0.049344288
54460,0.050077482
54461,0.050821282
54462,0.051448019
54463,0.052052633
54464,0.052676087
54465,0.053171976
54466,0.053687435
54467,0.054113831
54468,0.054548564
54469,0.054889535
54470,0.055164618
54471,0.05548536
54472,0.055637593
54473,0.055783187
54474,0.055898297
54475,0.055921844
54476,0.05589963
54477,0.055814913
54478,0.055679172
54479,0.055522374
54480,0.055196213
54481,0.054961994
54482,0.054580005
54483,0.054143483
54484,0.053708331
54485,0.053201259
54486,0.052627397
54487,0.052034955
54488,0.051399267
54489,0.050702241
54490,0.049964075
54491,0.049176963
54492,0.048406816
54493,0.047488002
54494,0.046601786
54495,0.045714962
54496,0.044679286
54497,0.043711538
54498,0.042662908
54499,0.041602715
54500,0.04048018
54501,0.039345356
54502,0.038193946
54503,0.037017719
54504,0.035767757
54505,0.034620744
54506,0.033361652
54507,0.032117345
54508,0.030931224
54509,0.029665868
54510,0.028434668
54511,0.02719184
54512,0.025973389
54513,0.024746531
54514,0.02347926
54515,0.022308693
54516,0.021096297
54517,0.019848658
54518,0.018748801
54519,0.017545613
54520,0.016452339
54521,0.015355542
54522,0.014344027
54523,0.013358626
54524,0.012450614
54525,0.011630125
54526,0.010916294
54527,0.010265377
54528,0.00980345
54529,0.009462316
54530,0.009224717
54531,0.009205009
54532,0.009328239
54533,0.009524806
54534,0.009919522
54535,0.010427095
54536,0.010929397
54537,0.011634439
54538,0.012305609
54539,0.013066143
54540,0.013833512
54541,0.014648984
54542,0.015485003
54543,0.016263705
54544,0.017128609
54545,0.017963837
54546,0.01875686
54547,0.019579813
54548,0.020417992
54549,0.021173153
54550,0.021985819
54551,0.022751909
54552,0.023527626
54553,0.024274437
54554,0.025015702
54555,0.025771375
54556,0.026495169
54557,0.027162089
54558,0.027964035
54559,0.0285675
54560,0.0292504
54561,0.029946702
54562,0.030539793
54563,0.031167971
54564,0.031732117
54565,0.03229199
54566,0.032829598
54567,0.033272808
54568,0.033772639
54569,0.034205424
54570,0.034539758
54571,0.034982145
54572,0.035274846
54573,0.035581368
54574,0.035886958
54575,0.036122173
54576,0.036380647
54577,0.036536469
54578,0.036754902
54579,0.036889667
54580,0.036966798
54581,0.037054712
54582,0.037106703
54583,0.037079058
54584,0.037043645
54585,0.036969692
54586,0.036856614
54587,0.036689383
54588,0.036473362
54589,0.036306281
54590,0.035958977
54591,0.035695429
54592,0.035385361
54593,0.034992192
54594,0.034637606
54595,0.034263426
54596,0.03381799
54597,0.033409036
54598,0.032914354
54599,0.032482234
54600,0.031954657
54601,0.031408101
54602,0.030909886
54603,0.030330988
54604,0.029742883
54605,0.02916823
54606,0.028587972
54607,0.02794923
54608,0.027362766
54609,0.026747714
54610,0.026180209
54611,0.02553885
54612,0.024989966
54613,0.02446673
54614,0.023870871
54615,0.023402336
54616,0.022893487
54617,0.022443847
54618,0.021995825
54619,0.021571387
54620,0.021237264
54621,0.020810858
54622,0.020503406
54623,0.020211778
54624,0.019896929
54625,0.019661036
54626,0.019448507
54627,0.01924521
54628,0.019126963
54629,0.018958299
54630,0.018952696
54631,0.018887997
54632,0.018858583
54633,0.018947798
54634,0.01896379
54635,0.019051498
54636,0.01912103
54637,0.019238831
54638,0.019348134
54639,0.019411325
54640,0.019547179
54641,0.019673563
54642,0.019697328
54643,0.019866304
54644,0.019913564
54645,0.020037922
54646,0.020109688
54647,0.02019492
54648,0.020348035
54649,0.020364606
54650,0.02050203
54651,0.020597811
54652,0.020620099
54653,0.020723064
54654,0.020758203
54655,0.020772283
54656,0.020786005
54657,0.020729881
54658,0.020731363
54659,0.020620521
54660,0.020492589
54661,0.020453549
54662,0.020240871
54663,0.020100254
54664,0.019914086
54665,0.019726844
54666,0.019513418
54667,0.019260199
54668,0.019080611
54669,0.018793155
54670,0.018548329
54671,0.018293667
54672,0.018004751
54673,0.017676488
54674,0.017382076
54675,0.017019669
54676,0.016655288
54677,0.01622902
54678,0.015831019
54679,0.015381006
54680,0.01488443
54681,0.014405208
54682,0.013959724
54683,0.013404587
54684,0.012942562
54685,0.012484331
54686,0.011991097
54687,0.011576271
54688,0.011111715
54689,0.010791038
54690,0.010403059
54691,0.010099264
54692,0.009891189
54693,0.009687678
54694,0.009569306
54695,0.009526837
54696,0.009612856
54697,0.009722016
54698,0.009947758
54699,0.010327604
54700,0.010749549
54701,0.011287287
54702,0.011923298
54703,0.012654215
54704,0.013424833
54705,0.014279044
54706,0.015154984
54707,0.016111686
54708,0.017017889
54709,0.017993574
54710,0.019007626
54711,0.019950506
54712,0.020961829
54713,0.021954358
54714,0.022988216
54715,0.023958148
54716,0.024988611
54717,0.026044686
54718,0.027033446
54719,0.028061879
54720,0.029146953
54721,0.030112918
54722,0.03116343
54723,0.032121725
54724,0.033132939
54725,0.034078251
54726,0.034957644
54727,0.035911848
54728,0.036737883
54729,0.037536741
54730,0.038357665
54731,0.039091545
54732,0.039781545
54733,0.04048944
54734,0.041098392
54735,0.041747024
54736,0.042289732
54737,0.042863602
54738,0.043414998
54739,0.043825991
54740,0.044343093
54741,0.044742192
54742,0.045083613
54743,0.04541524
54744,0.045684798
54745,0.045930951
54746,0.0460666
54747,0.04619609
54748,0.04631712
54749,0.046283359
54750,0.046279267
54751,0.046258132
54752,0.046087676
54753,0.046012021
54754,0.045771233
54755,0.045591051
54756,0.045315358
54757,0.045020913
54758,0.044755947
54759,0.044367359
54760,0.043980684
54761,0.04362951
54762,0.043138813
54763,0.042658708
54764,0.042148151
54765,0.04159516
54766,0.040991275
54767,0.040337339
54768,0.039700921
54769,0.038985847
54770,0.038234792
54771,0.037475712
54772,0.036719819
54773,0.035837257
54774,0.035075242
54775,0.034203022
54776,0.03332443
54777,0.032479379
54778,0.0315629
54779,0.030691575
54780,0.029721993
54781,0.028802239
54782,0.027885168
54783,0.026856545
54784,0.025897321
54785,0.024914826
54786,0.023857394
54787,0.022842683
54788,0.021773543
54789,0.020718555
54790,0.019633803
54791,0.018508949
54792,0.017494997
54793,0.016315161
54794,0.015281283
54795,0.014228541
54796,0.013161071
54797,0.012160972
54798,0.011250175
54799,0.010342493
54800,0.009570274
54801,0.008917579
54802,0.008419322
54803,0.008111225
54804,0.008048234
54805,0.008190403
54806,0.008624362
54807,0.009180785
54808,0.010032857
54809,0.010904195
54810,0.011957521
54811,0.013109827
54812,0.014277743
54813,0.015497696
54814,0.016813354
54815,0.018094211
54816,0.019400342
54817,0.020753809
54818,0.022079485
54819,0.023415737
54820,0.024736046
54821,0.026101947
54822,0.027405785
54823,0.028714709
54824,0.030070454
54825,0.031359027
54826,0.032638449
54827,0.033956562
54828,0.035234901
54829,0.0364506
54830,0.037728572
54831,0.038893154
54832,0.040123414
54833,0.041205666
54834,0.042322581
54835,0.043428377
54836,0.044371874
54837,0.045384087
54838,0.04632457
54839,0.047144139
54840,0.048022873
54841,0.048776264
54842,0.049510059
54843,0.050206103
54844,0.050819549
54845,0.051494445
54846,0.051975782
54847,0.052529183
54848,0.053027122
54849,0.053415773
54850,0.053775048
54851,0.054104725
54852,0.054341711
54853,0.054531567
54854,0.054623128
54855,0.054734679
54856,0.054686509
54857,0.054620399
54858,0.054526917
54859,0.054297568
54860,0.054087615
54861,0.053775206
54862,0.053440628
54863,0.053027269
54864,0.052588028
54865,0.052133233
54866,0.051593955
54867,0.051015112
54868,0.050419516
54869,0.049816523
54870,0.049035894
54871,0.04836377
54872,0.047579614
54873,0.046723411
54874,0.045894162
54875,0.044968048
54876,0.044040578
54877,0.043056672
54878,0.042012203
54879,0.041021403
54880,0.03989216
54881,0.038806736
54882,0.037739921
54883,0.036533325
54884,0.035448505
54885,0.034267387
54886,0.033126634
54887,0.031921883
54888,0.030719936
54889,0.029550502
54890,0.028293826
54891,0.027038936
54892,0.025859787
54893,0.024536326
54894,0.023296281
54895,0.022015174
54896,0.020740459
54897,0.019450322
54898,0.018131808
54899,0.0168932
54900,0.015565794
54901,0.014289655
54902,0.01305168
54903,0.011796995
54904,0.010542914
54905,0.009395281
54906,0.008228951
54907,0.007096738
54908,0.006116442
54909,0.005177016
54910,0.004467935
54911,0.004029889
54912,0.003961474
54913,0.00428878
54914,0.004952305
54915,0.005789799
54916,0.006778709
54917,0.007821763
54918,0.008958829
54919,0.010073203
54920,0.011224093
54921,0.012378132
54922,0.01356588
54923,0.014644594
54924,0.015839122
54925,0.016953013
54926,0.01803073
54927,0.019161911
54928,0.020242401
54929,0.021282794
54930,0.022359313
54931,0.023365848
54932,0.02443382
54933,0.025362757
54934,0.026380715
54935,0.027378079
54936,0.028255489
54937,0.029231239
54938,0.030095261
54939,0.030978743
54940,0.031790609
54941,0.032566902
54942,0.033359237
54943,0.034025777
54944,0.034696339
54945,0.035390729
54946,0.035919235
54947,0.036499238
54948,0.037054968
54949,0.037481676
54950,0.037952919
54951,0.038320513
54952,0.038717368
54953,0.038994599
54954,0.039246376
54955,0.039526115
54956,0.039685496
54957,0.039823295
54958,0.039929387
54959,0.040011156
54960,0.039961267
54961,0.039955642
54962,0.03983927
54963,0.039695686
54964,0.039491547
54965,0.039246248
54966,0.038963014
54967,0.038596606
54968,0.038213358
54969,0.037831799
54970,0.037287001
54971,0.036838852
54972,0.036290469
