time,time,d13c,d18O
64.248998,64248.998,1.1621298,0.35008779
64.256999,64256.999,1.2097063,0.40998185
64.260999,64260.999,1.2474624,0.36993262
64.276999,64276.999,1.2490025,0.28650481
64.284999,64284.999,1.2173049,0.22962566
64.290999,64290.999,1.183642,0.19344585
64.298999,64298.999,1.1640586,0.20178431
64.302999,64302.999,1.1509832,0.2543343
64.30865,64308.65,1.1312431,0.30632502
64.318555,64318.555,1.1124799,0.3148793
64.323508,64323.508,1.1091399,0.26055557
64.32846,64328.46,1.1247934,0.191166
64.340016,64340.016,1.1507688,0.16471399
64.341667,64341.667,1.180874,0.20284939
64.34827,64348.27,1.1977899,0.26686177
64.353223,64353.223,1.1957165,0.32421413
64.358176,64358.176,1.1908921,0.35448697
64.363128,64363.128,1.1910105,0.36535585
64.368081,64368.081,1.1836393,0.36642647
64.373033,64373.033,1.1607745,0.37094179
64.376335,64376.335,1.1367517,0.38422313
64.382938,64382.938,1.1305109,0.40399358
64.387891,64387.891,1.1376345,0.41335776
64.392844,64392.844,1.1374208,0.401057
64.399447,64399.447,1.1210971,0.37326962
64.401098,64401.098,1.10478,0.3475576
64.40605,64406.05,1.1051015,0.33431727
64.413139,64413.139,1.1239184,0.32897818
64.419548,64419.548,1.1402853,0.32391334
64.425957,64425.957,1.1366308,0.31549844
64.432366,64432.366,1.0973777,0.30516717
64.438776,64438.776,1.0371637,0.27858213
64.447321,64447.321,0.98373961,0.23358299
64.451594,64451.594,0.95457673,0.18986921
64.458003,64458.003,0.94281435,0.1702511
64.464412,64464.412,0.93970507,0.17139059
64.472957,64472.957,0.94105297,0.17376453
64.475093,64475.093,0.94791549,0.17024837
64.481503,64481.503,0.95997411,0.16783704
64.490048,64490.048,0.97244513,0.16818653
64.494321,64494.321,0.97776306,0.15812832
64.502866,64502.866,0.97737926,0.138899
64.509275,64509.275,0.98235524,0.13376223
64.515684,64515.684,0.99954098,0.16325088
64.524229,64524.229,1.0319886,0.21006508
64.528502,64528.502,1.0648811,0.24071926
64.534911,64534.911,1.0782639,0.23697652
64.54132,64541.32,1.0662228,0.21714489
64.547729,64547.729,1.0461358,0.20255622
64.554138,64554.138,1.0329876,0.20049196
64.558411,64558.411,1.0261809,0.19933192
64.56482,64564.82,1.0137593,0.19235462
64.571229,64571.229,0.99366897,0.17786647
64.579775,64579.775,0.97090584,0.1563886
64.586184,64586.184,0.95473117,0.13033126
64.592593,64592.593,0.94948965,0.11072642
64.601138,64601.138,0.95495397,0.11102771
64.605411,64605.411,0.96432692,0.1337693
64.61182,64611.82,0.97209841,0.16222809
64.618229,64618.229,0.97611791,0.1809718
64.622502,64622.502,0.98643345,0.18088187
64.631047,64631.047,1.0071983,0.17207471
64.63532,64635.32,1.0296952,0.16797049
64.641729,64641.729,1.047405,0.17905408
64.650274,64650.274,1.0642469,0.19403955
64.656683,64656.683,1.0805396,0.193691
64.663092,64663.092,1.0843645,0.16821203
64.669501,64669.501,1.071425,0.13433915
64.67591,64675.91,1.0557017,0.11263582
64.682319,64682.319,1.052693,0.10953864
64.688728,64688.728,1.0690142,0.1181689
64.695137,64695.137,1.0946608,0.13911703
64.725046,64725.046,1.1202006,0.16785868
64.733592,64733.592,1.1388087,0.19278629
64.740001,64740.001,1.150529,0.20386553
64.74641,64746.41,1.1562341,0.20319252
64.752819,64752.819,1.1645265,0.20835854
64.759228,64759.228,1.1833477,0.23257194
64.765637,64765.637,1.2125791,0.27421686
64.772046,64772.046,1.2504405,0.31378162
64.778455,64778.455,1.28501,0.33763099
64.784864,64784.864,1.3009572,0.34166145
64.791273,64791.273,1.2936541,0.33562452
64.795546,64795.546,1.2772641,0.32666749
64.801955,64801.955,1.2646443,0.31668532
64.8105,64810.5,1.2601339,0.30342174
64.816909,64816.909,1.2580972,0.28779712
64.823318,64823.318,1.2564294,0.25936681
64.829727,64829.727,1.2520676,0.21917139
64.835964,64835.964,1.2439287,0.18535931
64.841855,64841.855,1.2328775,0.17417675
64.847746,64847.746,1.2212397,0.17807652
64.859528,64859.528,1.2114167,0.17951703
64.865418,64865.418,1.204386,0.17194869
64.871309,64871.309,1.2045735,0.16694795
64.875237,64875.237,1.2127417,0.17416222
64.881128,64881.128,1.2243725,0.19499457
64.888982,64888.982,1.2310531,0.21095209
64.896837,64896.837,1.2252783,0.20183831
64.900764,64900.764,1.203891,0.16086975
64.906655,64906.655,1.1663355,0.10975716
64.912546,64912.546,1.1208247,0.07104554
64.916473,64916.473,1.0773556,0.055031449
64.924328,64924.328,1.0450339,0.053718511
64.930219,64930.219,1.0305493,0.062212318
64.93611,64936.11,1.0402752,0.074063063
64.946538,64946.538,1.07373,0.085663423
64.951074,64951.074,1.1094207,0.096382722
64.95788,64957.88,1.1436714,0.1242292
64.964685,64964.685,1.1859696,0.17466046
64.97149,64971.49,1.2309169,0.2282199
64.978295,64978.295,1.2599771,0.26326042
64.9851,64985.1,1.2651058,0.2759178
64.991905,64991.905,1.2566408,0.27340961
64.996442,64996.442,1.2423562,0.25953138
65.003247,65003.247,1.2270668,0.24011354
65.010052,65010.052,1.2166708,0.22542602
65.019125,65019.125,1.2187076,0.22237235
65.023662,65023.662,1.2311571,0.22850615
65.032736,65032.736,1.2455779,0.24007237
65.038133,65038.133,1.2495245,0.25256154
65.042827,65042.827,1.2441695,0.26105538
65.045956,65045.956,1.241498,0.26118556
65.052214,65052.214,1.2491658,0.25225693
65.056907,65056.907,1.264483,0.23740499
65.061601,65061.601,1.2839162,0.2180073
65.067859,65067.859,1.3009732,0.19127239
65.072552,65072.552,1.3089861,0.16077617
65.077246,65077.246,1.3041584,0.13744736
65.07881,65078.81,1.2864552,0.1154493
65.085069,65085.069,1.2641356,0.093473665
65.091327,65091.327,1.2458441,0.089241512
65.09602,65096.02,1.2300119,0.11711168
65.100714,65100.714,1.2030581,0.15600473
65.106972,65106.972,1.1556097,0.17048433
65.110101,65110.101,1.0828085,0.14589722
65.11323,65113.23,1.0106091,0.10763454
65.117923,65117.923,0.97585839,0.08032649
65.124181,65124.181,0.99837673,0.064217269
65.128875,65128.875,1.04642,0.048973672
65.133413,65133.413,1.0794872,0.043359797
65.13764,65137.64,1.0602772,0.05139989
65.140458,65140.458,1.0109773,0.066494383
65.150321,65150.321,0.9803201,0.081471659
65.154548,65154.548,1.0142097,0.097067237
65.157366,65157.366,1.0927024,0.11156186
65.163002,65163.002,1.1657583,0.11469509
65.16582,65165.82,1.1975923,0.10721999
65.170047,65170.047,1.1969898,0.094803035
65.174274,65174.274,1.1807673,0.087431841
65.17991,65179.91,1.1577613,0.089594357
65.184137,65184.137,1.131286,0.098707579
65.188364,65188.364,1.109874,0.10713821
65.194,65194,1.1019102,0.10823625
65.196818,65196.818,1.0902823,0.10089357
65.201045,65201.045,1.0542643,0.09103635
65.205272,65205.272,1.0006849,0.088791728
65.212317,65212.317,0.94116396,0.099353105
65.219362,65219.362,0.8799662,0.11311531
65.223589,65223.589,0.82578212,0.11784449
65.240999,65240.999,0.79687059,0.11479108
65.244999,65244.999,0.81259,0.11692419
65.256999,65256.999,0.86013746,0.13247956
65.269,65269,0.90952998,0.15560757
65.277,65277,0.92876506,0.17886598
65.293001,65293.001,0.91294736,0.19186461
65.305001,65305.001,0.87275416,0.18433182
65.321002,65321.002,0.82899362,0.14646469
65.334252,65334.252,0.81393993,0.098745495
65.344751,65344.751,0.85546952,0.076330386
65.346501,65346.501,0.95872313,0.1032643
65.355251,65355.251,1.0764122,0.1576926
65.360501,65360.501,1.157769,0.2059221
65.365751,65365.751,1.1617987,0.20611367
65.37625,65376.25,1.1291077,0.1733814
65.39375,65393.75,1.0976197,0.14694788
65.398999,65398.999,1.0771558,0.13853909
65.404249,65404.249,1.0776123,0.14134477
65.418249,65418.249,1.0919856,0.13808255
65.419999,65419.999,1.1069413,0.12833248
65.442085,65442.085,1.122879,0.13057788
65.44815,65448.15,1.1433116,0.1461754
65.454216,65454.216,1.1647737,0.16095509
65.460281,65460.281,1.1771972,0.17011043
65.466347,65466.347,1.1768631,0.18727629
65.472412,65472.412,1.1724304,0.2164335
65.478477,65478.477,1.1723981,0.23829457
65.484543,65484.543,1.171538,0.23034176
65.490608,65490.608,1.1607151,0.20234753
65.496673,65496.673,1.1425687,0.18345964
65.512848,65512.848,1.1360114,0.19141132
65.520935,65520.935,1.1515825,0.21403432
65.527,65527,1.1793613,0.23562424
65.535,65535,1.184835,0.23634376
65.539,65539,1.1568187,0.21718282
65.541,65541,1.1203847,0.1936779
65.543,65543,1.0962034,0.17415109
65.545,65545,1.112499,0.15842849
65.549,65549,1.1590865,0.17281698
65.551,65551,1.2538842,0.23054475
65.557,65557,1.2794001,0.25794944
65.567,65567,1.2761346,0.25520778
65.569,65569,1.2614329,0.25945517
65.575,65575,1.2341391,0.27057242
65.581,65581,1.199707,0.27078691
65.585,65585,1.1709368,0.18306972
65.595,65595,1.1838619,0.14025727
65.599,65599,1.1965711,0.10060866
65.603,65603,1.2025586,0.10428535
65.611,65611,1.2216905,0.14997564
65.613619,65613.619,1.2505014,0.22247884
65.616238,65616.238,1.2717245,0.2740626
65.624095,65624.095,1.2772496,0.2754024
65.626714,65626.714,1.2773467,0.25245014
65.631953,65631.953,1.2893014,0.24038805
65.634572,65634.572,1.3152736,0.2514177
65.637191,65637.191,1.3428456,0.2620939
65.63981,65639.81,1.3596817,0.25412887
65.642429,65642.429,1.3653944,0.22769386
65.645048,65645.048,1.3677446,0.2019864
65.647667,65647.667,1.3681064,0.18725826
65.650286,65650.286,1.3624027,0.16586603
65.652905,65652.905,1.3309869,0.13128978
65.658143,65658.143,1.2861385,0.11046629
65.660762,65660.762,1.2716699,0.152172
65.663381,65663.381,1.3188564,0.2531735
65.666001,65666.001,1.394935,0.36239293
65.66862,65668.62,1.4476606,0.43003762
65.671239,65671.239,1.4475119,0.45187703
65.673858,65673.858,1.4194976,0.44517612
65.676477,65676.477,1.3931682,0.43611982
65.681715,65681.715,1.3925123,0.44408062
65.686953,65686.953,1.4015082,0.44596422
65.692191,65692.191,1.3959213,0.4367187
65.697429,65697.429,1.373732,0.41780895
65.700048,65700.048,1.3494686,0.39479193
65.705287,65705.287,1.332747,0.37859106
65.707906,65707.906,1.3183421,0.3702817
65.710525,65710.525,1.2985213,0.36183384
65.713144,65713.144,1.2633569,0.35051253
65.715763,65715.763,1.2426387,0.34754634
65.718382,65718.382,1.2665385,0.36228758
65.721001,65721.001,1.3108387,0.38918701
65.729561,65729.561,1.3651015,0.4019092
65.733841,65733.841,1.380432,0.37839794
65.742401,65742.401,1.3890632,0.34973073
65.746681,65746.681,1.4006828,0.3352409
65.759522,65759.522,1.4022651,0.36000246
65.768082,65768.082,1.391826,0.38775775
65.772362,65772.362,1.3749279,0.39841676
65.780922,65780.922,1.3673348,0.38335356
65.785202,65785.202,1.3755991,0.361581
65.789482,65789.482,1.3876503,0.35446712
65.793762,65793.762,1.3968551,0.39466462
65.802323,65802.323,1.4086066,0.4067412
65.806603,65806.603,1.369182,0.36935562
65.815163,65815.163,1.3201232,0.35177067
65.819443,65819.443,1.2959423,0.35867757
65.823723,65823.723,1.3068454,0.38155314
65.828003,65828.003,1.3279425,0.40165204
65.830173,65830.173,1.3441664,0.41088647
65.832343,65832.343,1.3552461,0.41373664
65.834513,65834.513,1.3662877,0.41030961
65.836684,65836.684,1.3638678,0.36897442
65.838854,65838.854,1.3552859,0.34783897
65.841024,65841.024,1.3702544,0.37447762
65.845364,65845.364,1.3959961,0.39417282
65.847534,65847.534,1.4322,0.35399848
65.851875,65851.875,1.4190383,0.33179772
65.854045,65854.045,1.4111309,0.34367168
65.856215,65856.215,1.4327754,0.37944511
65.858385,65858.385,1.4768925,0.41379181
65.860555,65860.555,1.5226609,0.4282231
65.862725,65862.725,1.5539428,0.43013379
65.864896,65864.896,1.6059217,0.44495314
65.869236,65869.236,1.6441114,0.46021584
65.871406,65871.406,1.6912429,0.47465345
65.875746,65875.746,1.6672175,0.47004607
65.877916,65877.916,1.6314348,0.45881003
65.880087,65880.087,1.6171142,0.43840855
65.882257,65882.257,1.6269798,0.40205991
65.884427,65884.427,1.6296256,0.40915069
65.886597,65886.597,1.6222802,0.42840022
65.888767,65888.767,1.6129072,0.44822931
65.890937,65890.937,1.6175263,0.46032974
65.893107,65893.107,1.6369761,0.46538511
65.895278,65895.278,1.6561009,0.46494445
65.899618,65899.618,1.6315802,0.46865287
65.901788,65901.788,1.678159,0.44502798
65.906128,65906.128,1.7065376,0.42744473
65.908299,65908.299,1.7238966,0.42072856
65.910469,65910.469,1.7390367,0.42671674
65.912639,65912.639,1.7593894,0.44029084
65.914809,65914.809,1.7837458,0.44741052
65.916979,65916.979,1.800688,0.44491801
65.919149,65919.149,1.7821285,0.45873868
65.92349,65923.49,1.7530743,0.48251292
65.92566,65925.66,1.7362089,0.48246378
65.93,65930,1.736927,0.45591363
65.931829,65931.829,1.7329375,0.43936151
65.933657,65933.657,1.7362758,0.44788888
65.935486,65935.486,1.7573767,0.47008547
65.937315,65937.315,1.7879792,0.489568
65.939143,65939.143,1.8200029,0.47859076
65.940972,65940.972,1.8463868,0.43991375
65.944629,65944.629,1.8603995,0.40291229
65.946458,65946.458,1.849509,0.40017784
65.951944,65951.944,1.8124318,0.46476334
65.955601,65955.601,1.854663,0.46346456
65.95743,65957.43,1.8928156,0.46742657
65.959259,65959.259,1.9055752,0.48192656
65.961087,65961.087,1.9013995,0.49036551
65.962916,65962.916,1.8922249,0.48253489
65.966573,65966.573,1.8588724,0.45814419
65.97023,65970.23,1.8483411,0.46021268
65.972059,65972.059,1.884764,0.48508045
65.977545,65977.545,1.9288949,0.50702065
65.981202,65981.202,1.9869395,0.53491545
65.98486,65984.86,2.0349131,0.56250179
65.988517,65988.517,2.0405998,0.57892215
65.992174,65992.174,2.0133655,0.58430201
65.994654,65994.654,2.0080118,0.60501951
65.995305,65995.305,2.0397789,0.63617778
65.997259,65997.259,2.041965,0.67893744
65.998561,65998.561,2.0145061,0.71835685
65.999863,65999.863,2.0140004,0.70337087
66.000515,66000.515,2.0425081,0.64117253
66.002468,66002.468,2.0518758,0.58175278
66.00377,66003.77,2.0351968,0.55381042
66.006375,66006.375,2.0105295,0.55666912
66.007677,66007.677,2.061002,0.54682481
66.009631,66009.631,2.0961797,0.54957485
66.010933,66010.933,2.1112287,0.55118769
66.011584,66011.584,2.0881436,0.52680159
66.014189,66014.189,2.0727041,0.51666093
66.015491,66015.491,2.0273566,0.53957802
66.016794,66016.794,2.0089254,0.48678499
66.018096,66018.096,1.9663978,0.46661842
66.018747,66018.747,1.9548453,0.47481474
66.02005,66020.05,1.9540769,0.49292699
66.022777,66022.777,1.9336057,0.53647518
66.024325,66024.325,1.8935063,0.60281861
66.031293,66031.293,1.8518156,0.67013502
66.032067,66032.067,1.8315624,0.71529657
66.04755,66047.55,1.8433923,0.66744322
66.048324,66048.324,1.8419166,0.61625236
66.053744,66053.744,1.8183771,0.60052067
66.058389,66058.389,1.7812285,0.59386814
66.063034,66063.034,1.7086123,0.55546147
66.067679,66067.679,1.6608211,0.51532727
66.076194,66076.194,1.6263678,0.4757424
66.083936,66083.936,1.6162984,0.43906304
66.091678,66091.678,1.597279,0.40179178
66.095548,66095.548,1.5290281,0.35688043
66.100967,66100.967,1.5403123,0.37507194
66.105612,66105.612,1.5851923,0.40939188
66.110257,66110.257,1.6245004,0.42618343
66.114902,66114.902,1.6255864,0.40624872
66.123418,66123.418,1.5910598,0.35795042
66.13116,66131.16,1.5250392,0.29679248
66.138127,66138.127,1.4610894,0.24153055
66.14885,66148.85,1.4459895,0.20540476
66.153418,66153.418,1.5165732,0.19217649
66.156158,66156.158,1.6242405,0.1863804
66.16027,66160.27,1.6876203,0.17241657
66.164381,66164.381,1.6561407,0.14596188
66.166665,66166.665,1.5735149,0.12154353
66.169862,66169.862,1.4997993,0.11183716
66.172603,66172.603,1.4690896,0.11249401
66.173973,66173.973,1.4655157,0.11607307
66.179455,66179.455,1.4741838,0.13061161
66.180825,66180.825,1.4897143,0.16832709
66.181739,66181.739,1.5068169,0.2060229
66.183109,66183.109,1.5168984,0.19861539
66.184936,66184.936,1.5155437,0.12419151
66.187677,66187.677,1.4942613,0.032006986
66.190418,66190.418,1.4420531,-0.016268825
66.194529,66194.529,1.3861209,0.006089866
66.19727,66197.27,1.3752718,0.057423923
66.19864,66198.64,1.4436949,0.096825309
66.200924,66200.924,1.5407665,0.098582022
66.204121,66204.121,1.5880741,0.071048185
66.206862,66206.862,1.5533266,0.024414985
66.208233,66208.233,1.4805063,-0.021940613
66.210973,66210.973,1.4056107,-0.052031368
66.213714,66213.714,1.3342767,-0.060750682
66.215998,66215.998,1.2648865,-0.062186923
66.217368,66217.368,1.222555,-0.067761734
66.220566,66220.566,1.2212702,-0.068368457
66.223307,66223.307,1.2448783,-0.035026021
66.224677,66224.677,1.2732817,0.000112745
66.227418,66227.418,1.3090577,-0.026536634
66.228788,66228.788,1.3523951,-0.084745571
66.231529,66231.529,1.3796138,-0.1163886
66.232899,66232.899,1.3809593,-0.071454056
66.233813,66233.813,1.3595541,0.009348686
66.235183,66235.183,1.3005418,0.048063621
66.238381,66238.381,1.2297306,0.000616145
66.239751,66239.751,1.203753,-0.083009526
66.241121,66241.121,1.2558298,-0.13968116
66.245233,66245.233,1.3284855,-0.15272558
66.246603,66246.603,1.3423073,-0.14640096
66.249344,66249.344,1.2534755,-0.11897218
66.251628,66251.628,1.1273537,-0.0472502
66.253361,66253.361,1.0483046,0.051095027
66.254451,66254.451,1.0641196,0.11651015
66.25772,66257.72,1.1402329,0.10216875
66.25881,66258.81,1.2374727,0.036958352
66.2599,66259.9,1.3348752,-0.025103413
66.262079,66262.079,1.4159002,-0.05726992
66.264259,66264.259,1.4480097,-0.075484633
66.264985,66264.985,1.4156096,-0.089765072
66.267528,66267.528,1.3506904,-0.097861737
66.268617,66268.617,1.292092,-0.088038675
66.269707,66269.707,1.2527053,-0.056083716
66.270797,66270.797,1.2266462,-0.005567466
66.272976,66272.976,1.2245915,0.04572488
66.275156,66275.156,1.2695869,0.080683596
66.276246,66276.246,1.3449728,0.085335292
66.278062,66278.062,1.4018675,0.070188053
66.280605,66280.605,1.40007,0.054854397
66.281694,66281.694,1.3576761,0.039895467
66.282784,66282.784,1.3132505,0.023126371
66.283874,66283.874,1.3030125,0.020040588
66.286053,66286.053,1.3209997,0.042827029
66.287143,66287.143,1.3425043,0.08084143
66.289322,66289.322,1.3510152,0.11532754
66.290412,66290.412,1.3563713,0.13113156
66.291502,66291.502,1.3733879,0.13601528
66.292228,66292.228,1.4120709,0.14559582
66.294771,66294.771,1.4575012,0.16378543
66.295861,66295.861,1.4871076,0.17784788
66.29804,66298.04,1.4972106,0.17842755
66.30022,66300.22,1.4949045,0.15272336
66.301309,66301.309,1.4737798,0.11678486
66.302399,66302.399,1.4162704,0.10453245
66.303489,66303.489,1.3367943,0.13604203
66.305305,66305.305,1.2769173,0.19348441
66.306395,66306.395,1.2752723,0.25392237
66.308938,66308.938,1.3175975,0.30734685
66.311117,66311.117,1.3661184,0.34962383
66.312207,66312.207,1.398288,0.36662847
66.313296,66313.296,1.4189668,0.35286155
66.315476,66315.476,1.435232,0.32946905
66.316566,66316.566,1.4456414,0.32229382
66.317655,66317.655,1.4407512,0.32873544
66.320561,66320.561,1.4113632,0.33429077
66.322014,66322.014,1.3711777,0.34694865
66.323104,66323.104,1.3450989,0.39392298
66.324194,66324.194,1.3531818,0.46373206
66.326373,66326.373,1.3772374,0.50632113
66.329642,66329.642,1.3848042,0.47254944
66.331822,66331.822,1.3397307,0.39461616
66.333638,66333.638,1.2632949,0.34447676
66.335091,66335.091,1.2091784,0.37928578
66.337271,66337.271,1.2338947,0.46869913
66.340101,66340.101,1.3274747,0.55342412
66.343257,66343.257,1.4438766,0.6012221
66.344835,66344.835,1.5408444,0.62094796
66.347992,66347.992,1.5977573,0.61494911
66.366403,66366.403,1.6010261,0.58089095
66.369559,66369.559,1.539607,0.52895391
66.372715,66372.715,1.4417298,0.48025861
66.374293,66374.293,1.3527145,0.45269123
66.378502,66378.502,1.3256564,0.44623879
66.380606,66380.606,1.3502678,0.45517305
66.382184,66382.184,1.3767945,0.46438491
66.386918,66386.918,1.3632568,0.46898046
66.388496,66388.496,1.3190708,0.47855422
66.390074,66390.074,1.2715758,0.49731699
66.39323,66393.23,1.2314732,0.5172978
66.397439,66397.439,1.1976951,0.52981865
66.401121,66401.121,1.1799263,0.55082417
66.402699,66402.699,1.1965759,0.58894235
66.404277,66404.277,1.237614,0.6245206
66.407433,66407.433,1.2700665,0.61506152
66.409011,66409.011,1.281752,0.56397921
66.41059,66410.59,1.2865885,0.5204879
66.412168,66412.168,1.2907521,0.5312928
66.414272,66414.272,1.2883068,0.58236724
66.417428,66417.428,1.2715275,0.63182771
66.419006,66419.006,1.2439052,0.64337683
66.422162,66422.162,1.2223595,0.62789434
66.425318,66425.318,1.2163219,0.61426282
66.429527,66429.527,1.2180507,0.62676466
66.433209,66433.209,1.2063965,0.63679332
66.437943,66437.943,1.1743845,0.61313683
66.441099,66441.099,1.1355358,0.5729214
66.444256,66444.256,1.0995964,0.53820318
66.447412,66447.412,1.0827512,0.52913278
66.448464,66448.464,1.1046816,0.53484023
66.450042,66450.042,1.1478939,0.53085101
66.453724,66453.724,1.1798047,0.49701789
66.45688,66456.88,1.1791198,0.45452669
66.461615,66461.615,1.1623901,0.44090205
66.464771,66464.771,1.1537999,0.48320895
66.466349,66466.349,1.1678747,0.54782599
66.468979,66468.979,1.1866103,0.58124846
66.470557,66470.557,1.1853971,0.56148607
66.47424,66474.24,1.1586682,0.5205062
66.477396,66477.396,1.1177514,0.48574054
66.48213,66482.13,1.0633788,0.46495903
66.485286,66485.286,0.99116373,0.45264158
66.487916,66487.916,0.92533791,0.4562853
66.493177,66493.177,0.90956122,0.49088603
66.494755,66494.755,0.96276712,0.54571575
66.496333,66496.333,1.0377437,0.58968544
66.499489,66499.489,1.0789334,0.59474272
66.501067,66501.067,1.0552496,0.56977332
66.504223,66504.223,1.0010744,0.53909564
66.50738,66507.38,0.9590528,0.52120739
66.512114,66512.114,0.96677601,0.51527083
66.51527,66515.27,1.0156853,0.5166012
66.516848,66516.848,1.0792003,0.52127367
66.520004,66520.004,1.1369596,0.52715898
66.523161,66523.161,1.1741039,0.5322656
66.524739,66524.739,1.1723063,0.5288592
66.526317,66526.317,1.1084424,0.5157674
66.527369,66527.369,1.0050585,0.50084144
66.531009,66531.009,0.91233385,0.48290652
66.532523,66532.523,0.86124307,0.46250811
66.534038,66534.038,0.8559168,0.45007822
66.535552,66535.552,0.90626806,0.45998687
66.540095,66540.095,1.0113125,0.48838535
66.543124,66543.124,1.1263704,0.51837748
66.544639,66544.639,1.1958121,0.53546822
66.546153,66546.153,1.2081347,0.54534137
66.548677,66548.677,1.2046397,0.56136954
66.550192,66550.192,1.2089043,0.58859169
66.552716,66552.716,1.2117358,0.61236244
66.55625,66556.25,1.1932472,0.61652744
66.557764,66557.764,1.160974,0.59734988
66.560793,66560.793,1.1246649,0.57324785
66.563822,66563.822,1.1014411,0.56129944
66.565337,66565.337,1.109897,0.56895918
66.568365,66568.365,1.1624788,0.58972645
66.571394,66571.394,1.2228816,0.61974609
66.572404,66572.404,1.269418,0.65628213
66.575938,66575.938,1.3096342,0.68996865
66.577452,66577.452,1.3328488,0.70700568
66.578967,66578.967,1.328825,0.70289946
66.58351,66583.51,1.303218,0.68484432
66.585025,66585.025,1.2691833,0.65657258
66.588054,66588.054,1.2304059,0.61928815
66.590578,66590.578,1.193794,0.58632046
66.592092,66592.092,1.1773372,0.57959032
66.594111,66594.111,1.183915,0.60020143
66.595626,66595.626,1.1973909,0.6261586
66.598655,66598.655,1.2072296,0.6447342
66.600169,66600.169,1.2225897,0.66701174
66.601684,66601.684,1.2425476,0.69485068
66.604713,66604.713,1.2414455,0.70168769
66.608246,66608.246,1.1913849,0.66244435
66.609761,66609.761,1.1100565,0.60103917
66.61279,66612.79,1.0401856,0.56440419
66.615819,66615.819,1.0110323,0.57623994
66.617333,66617.333,1.020031,0.60781407
66.620362,66620.362,1.0621674,0.62740928
66.621877,66621.877,1.1511322,0.62067515
66.624401,66624.401,1.2088865,0.60077941
66.627934,66627.934,1.1629201,0.57728219
66.629449,66629.449,1.0762464,0.55434573
66.630963,66630.963,1.0095432,0.53685516
66.632478,66632.478,0.98637581,0.53545463
66.635473,66635.473,0.9870522,0.55670518
66.636888,66636.888,1.0073634,0.58841813
66.638302,66638.302,1.0726553,0.61311316
66.639716,66639.716,1.171301,0.62703353
66.642073,66642.073,1.2436315,0.63801295
66.644902,66644.902,1.2360485,0.64595664
66.647259,66647.259,1.1642009,0.6384173
66.650088,66650.088,1.0722916,0.61622733
66.652445,66652.445,1.00021,0.59921098
66.653859,66653.859,0.96477604,0.60915399
66.655745,66655.745,0.97558767,0.64249825
66.657159,66657.159,1.0345744,0.68105257
66.658573,66658.573,1.1151372,0.70970005
66.659987,66659.987,1.1840818,0.72159052
66.662816,66662.816,1.2178202,0.71093279
66.66423,66664.23,1.2245884,0.66636878
66.665645,66665.645,1.218928,0.631055
66.66753,66667.53,1.2076534,0.64205194
66.668945,66668.945,1.1973841,0.66731924
66.670359,66670.359,1.1833061,0.67918581
66.673187,66673.187,1.1676493,0.66509217
66.674602,66674.602,1.1752288,0.6479606
66.676016,66676.016,1.2280754,0.65334314
66.67743,66677.43,1.3061367,0.70215172
66.678844,66678.844,1.3711039,0.7724151
66.681673,66681.673,1.3933424,0.82536072
66.68403,66684.03,1.3789859,0.82211369
66.685916,66685.916,1.3433772,0.7750963
66.68733,66687.33,1.3027531,0.72248173
66.690159,66690.159,1.2675689,0.70655739
66.691573,66691.573,1.2444962,0.72186309
66.692987,66692.987,1.2320613,0.73495054
66.695816,66695.816,1.2234133,0.71161664
66.69723,66697.23,1.2171581,0.66625559
66.698644,66698.644,1.1922873,0.63831484
66.699587,66699.587,1.1488863,0.6553424
66.701001,66701.001,1.1172013,0.69907987
66.702887,66702.887,1.136601,0.74026471
66.704301,66704.301,1.1985902,0.76396394
66.70713,66707.13,1.2616193,0.77675873
66.708544,66708.544,1.2943648,0.78165793
66.709958,66709.958,1.3001438,0.77740443
66.711373,66711.373,1.2893685,0.76344711
66.712787,66712.787,1.2676098,0.74385357
66.714201,66714.201,1.2406956,0.72291028
66.715615,66715.615,1.2194231,0.70515174
66.717973,66717.973,1.2068938,0.69501776
66.719387,66719.387,1.2058364,0.68585277
66.721273,66721.273,1.2264876,0.67425328
66.722687,66722.687,1.272778,0.66953731
66.724101,66724.101,1.3246112,0.68740988
66.725515,66725.515,1.3561846,0.72030419
66.72693,66726.93,1.3607632,0.74262995
66.728344,66728.344,1.3488897,0.72875494
66.729758,66729.758,1.3206778,0.69248015
66.732587,66732.587,1.2742295,0.66736513
66.734001,66734.001,1.2300605,0.67356336
66.735397,66735.397,1.2219037,0.69570184
66.737491,66737.491,1.2614936,0.71405065
66.740282,66740.282,1.3145027,0.72247678
66.742376,66742.376,1.3455716,0.72712469
66.74447,66744.47,1.3299115,0.72668058
66.746563,66746.563,1.2893767,0.71110171
66.748657,66748.657,1.2585728,0.69017363
66.752844,66752.844,1.2670388,0.69232488
66.754938,66754.938,1.3070562,0.73517185
66.759126,66759.126,1.3629991,0.8039065
66.761219,66761.219,1.4153569,0.87832046
66.762615,66762.615,1.4370213,0.94444573
66.764709,66764.709,1.4314431,0.98456144
66.769594,66769.594,1.4228146,0.97282964
66.771688,66771.688,1.4151391,0.90651721
66.773782,66773.782,1.4097581,0.82760048
66.777969,66777.969,1.401491,0.7773059
66.780063,66780.063,1.3845592,0.7569105
66.782157,66782.157,1.3522444,0.73857158
